rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
14,2023,Fortaleza,Athletico-PR,Fortaleza,1,0
14,2023,Gremio,Botafogo-RJ,Botafogo-RJ,0,2
15,2023,Botafogo-RJ,Bragantino,Botafogo-RJ,2,0
15,2023,Cruzeiro,Coritiba,-,0,0
15,2023,Fortaleza,Cuiaba,Cuiaba,0,1
15,2023,Fluminense,Flamengo,-,0,0
15,2023,Sao Paulo,Santos,Sao Paulo,4,1
15,2023,Athletico-PR,Bahia,Athletico-PR,2,0
15,2023,Internacional,Palmeiras,-,0,0
15,2023,Goias,Atletico-MG,-,0,0
16,2023,Palmeiras,Fortaleza,Palmeiras,3,1
16,2023,Flamengo,America-MG,-,1,1
16,2023,Cuiaba,Sao Paulo,Cuiaba,2,1
16,2023,Bahia,Corinthians,-,0,0
16,2023,Gremio,Atletico-MG,Gremio,1,0
16,2023,Bragantino,Internacional,-,0,0
16,2023,Cruzeiro,Goias,Goias,0,1
16,2023,Santos,Botafogo-RJ,-,2,2
16,2023,Vasco,Athletico-PR,Athletico-PR,0,2
16,2023,Coritiba,Fluminense,Coritiba,2,0
17,2023,Fluminense,Santos,Fluminense,1,0
17,2023,Athletico-PR,Cruzeiro,-,3,3
17,2023,Internacional,Cuiaba,Cuiaba,1,2
17,2023,Fortaleza,Bragantino,Bragantino,0,3
17,2023,Corinthians,Vasco,Corinthians,3,1
17,2023,Atletico-MG,Flamengo,Flamengo,1,2
17,2023,Sao Paulo,Bahia,-,0,0
17,2023,America-MG,Palmeiras,Palmeiras,1,4
17,2023,Botafogo-RJ,Coritiba,Botafogo-RJ,4,1
17,2023,Goias,Gremio,-,1,1
18,2023,Santos,Athletico-PR,-,1,1
18,2023,Goias,Fortaleza,Goias,1,0
18,2023,Internacional,Corinthians,-,2,2
18,2023,Fluminense,Palmeiras,Fluminense,2,1
18,2023,Vasco,Gremio,Vasco,1,0
18,2023,Sao Paulo,Atletico-MG,Atletico-MG,0,2
18,2023,Coritiba,Bragantino,Bragantino,0,1
18,2023,Cruzeiro,Botafogo-RJ,-,0,0
18,2023,Bahia,America-MG,Bahia,3,1
18,2023,Cuiaba,Flamengo,Cuiaba,3,0
19,2023,Botafogo-RJ,Internacional,Botafogo-RJ,3,1
19,2023,Atletico-MG,Bahia,Atletico-MG,1,0
19,2023,America-MG,Goias,Goias,0,1
19,2023,Gremio,Fluminense,Gremio,2,1
19,2023,Corinthians,Coritiba,Corinthians,3,1
19,2023,Fortaleza,Santos,Fortaleza,4,0
19,2023,Flamengo,Sao Paulo,-,1,1
19,2023,Palmeiras,Cruzeiro,Palmeiras,1,0
19,2023,Bragantino,Vasco,-,1,1
19,2023,Athletico-PR,Cuiaba,Athletico-PR,2,0
20,2023,Internacional,Fortaleza,Fortaleza,0,1
20,2023,Sao Paulo,Botafogo-RJ,-,0,0
20,2023,Cuiaba,Palmeiras,Palmeiras,0,2
20,2023,Fluminense,America-MG,Fluminense,3,1
20,2023,Cruzeiro,Corinthians,-,1,1
20,2023,Vasco,Atletico-MG,Vasco,1,0
20,2023,Bahia,Bragantino,Bahia,4,0
20,2023,Santos,Gremio,Santos,2,1
20,2023,Coritiba,Flamengo,Flamengo,2,3
20,2023,Goias,Athletico-PR,-,1,1
21,2023,Flamengo,Internacional,-,0,0
21,2023,Corinthians,Goias,-,1,1
21,2023,Bragantino,Cuiaba,Bragantino,2,0
21,2023,Botafogo-RJ,Bahia,Botafogo-RJ,3,0
21,2023,America-MG,Sao Paulo,America-MG,2,1
21,2023,Atletico-MG,Santos,Atletico-MG,2,0
21,2023,Palmeiras,Vasco,Palmeiras,1,0
21,2023,Fortaleza,Coritiba,Fortaleza,3,1
21,2023,Athletico-PR,Fluminense,-,2,2
21,2023,Gremio,Cruzeiro,Gremio,3,0
22,2023,Goias,Internacional,-,0,0
22,2023,Athletico-PR,Atletico-MG,-,1,1
22,2023,Botafogo-RJ,Flamengo,Flamengo,1,2
22,2023,Gremio,Cuiaba,Gremio,2,0
22,2023,Fluminense,Fortaleza,Fluminense,1,0
22,2023,Corinthians,Palmeiras,-,0,0
22,2023,Bahia,Vasco,-,1,1
22,2023,Cruzeiro,Bragantino,-,0,0
22,2023,America-MG,Santos,America-MG,2,0
23,2023,Flamengo,Athletico-PR,Athletico-PR,0,3
23,2023,Internacional,Sao Paulo,Internacional,2,1
23,2023,Santos,Cruzeiro,Cruzeiro,0,3
23,2023,Fortaleza,Corinthians,Fortaleza,2,1
23,2023,Coritiba,Bahia,Bahia,2,4
23,2023,Bragantino,Gremio,Bragantino,2,0
23,2023,Cuiaba,America-MG,-,2,2
23,2023,Palmeiras,Goias,Palmeiras,1,0
23,2023,Vasco,Fluminense,Vasco,4,2
23,2023,Atletico-MG,Botafogo-RJ,Atletico-MG,1,0
15,2023,Corinthians,Gremio,-,4,4
24,2023,Bahia,Santos,Santos,1,2
24,2023,America-MG,Bragantino,Bragantino,0,2
24,2023,Goias,Flamengo,-,0,0
24,2023,Fluminense,Cruzeiro,Fluminense,1,0
24,2023,Sao Paulo,Fortaleza,Fortaleza,1,2
24,2023,Vasco,Coritiba,Vasco,5,1
24,2023,Athletico-PR,Internacional,Athletico-PR,2,1
24,2023,Gremio,Palmeiras,Gremio,1,0
24,2023,Corinthians,Botafogo-RJ,Corinthians,1,0
24,2023,Atletico-MG,Cuiaba,Atletico-MG,1,0
15,2023,America-MG,Vasco,Vasco,0,1
22,2023,Sao Paulo,Coritiba,Sao Paulo,2,1
25,2023,Flamengo,Bahia,Flamengo,1,0
25,2023,Fortaleza,Gremio,-,1,1
25,2023,Sao Paulo,Corinthians,Sao Paulo,2,1
25,2023,Cuiaba,Fluminense,Cuiaba,3,0
25,2023,Internacional,Atletico-MG,Atletico-MG,0,2
25,2023,Cruzeiro,America-MG,-,1,1
25,2023,Santos,Vasco,Santos,4,1
25,2023,Coritiba,Athletico-PR,Coritiba,2,0
25,2023,Bragantino,Palmeiras,Bragantino,2,1
25,2023,Botafogo-RJ,Goias,-,1,1
26,2023,Goias,Bahia,Bahia,4,6
26,2023,Vasco,Sao Paulo,-,0,0
26,2023,Corinthians,Flamengo,-,1,1
26,2023,Internacional,Gremio,Internacional,3,2
26,2023,Fluminense,Botafogo-RJ,Botafogo-RJ,0,2
26,2023,Palmeiras,Santos,Santos,1,2
26,2023,Athletico-PR,Bragantino,-,1,1
26,2023,Atletico-MG,Coritiba,Coritiba,1,2
26,2023,Fortaleza,America-MG,Fortaleza,3,2
26,2023,Cuiaba,Cruzeiro,-,0,0
27,2023,Gremio,Athletico-PR,Athletico-PR,1,2
27,2023,Coritiba,Cuiaba,Cuiaba,0,3
27,2023,America-MG,Botafogo-RJ,Botafogo-RJ,1,2
27,2023,Goias,Sao Paulo,Goias,2,0
27,2023,Vasco,Fortaleza,Vasco,1,0
27,2023,Bahia,Internacional,Bahia,1,0
27,2023,Cruzeiro,Flamengo,Flamengo,0,2
27,2023,Palmeiras,Atletico-MG,Atletico-MG,0,2
27,2023,Santos,Bragantino,Bragantino,1,3
27,2023,Fluminense,Corinthians,-,3,3
28,2023,Cuiaba,Goias,-,1,1
28,2023,Sao Paulo,Gremio,Sao Paulo,3,0
28,2023,Bahia,Fortaleza,Bahia,2,0
28,2023,Atletico-MG,Cruzeiro,Cruzeiro,0,1
28,2023,Flamengo,Vasco,Flamengo,1,0
28,2023,Internacional,Santos,Internacional,7,1
28,2023,Bragantino,Fluminense,Bragantino,1,0
28,2023,Corinthians,America-MG,-,1,1
28,2023,Coritiba,Palmeiras,Palmeiras,0,2
28,2023,Botafogo-RJ,Athletico-PR,-,1,1
29,2023,Bragantino,Atletico-MG,Atletico-MG,1,2
29,2023,Athletico-PR,America-MG,Athletico-PR,3,2
29,2023,Fluminense,Goias,Fluminense,5,3
29,2023,Palmeiras,Sao Paulo,Palmeiras,5,0
29,2023,Cruzeiro,Bahia,Cruzeiro,3,0
29,2023,Gremio,Flamengo,Gremio,3,2
29,2023,Cuiaba,Corinthians,Corinthians,0,1
29,2023,Vasco,Internacional,Internacional,1,2
29,2023,Santos,Coritiba,Santos,2,1
30,2023,America-MG,Gremio,Gremio,3,4
30,2023,Palmeiras,Bahia,Palmeiras,1,0
30,2023,Atletico-MG,Fluminense,Atletico-MG,2,0
30,2023,Athletico-PR,Sao Paulo,-,1,1
30,2023,Goias,Vasco,-,1,1
30,2023,Internacional,Coritiba,Coritiba,3,4
30,2023,Corinthians,Santos,-,1,1
30,2023,Botafogo-RJ,Cuiaba,Cuiaba,0,1
31,2023,Bahia,Fluminense,Bahia,1,0
31,2023,Internacional,America-MG,-,1,1
31,2023,Corinthians,Athletico-PR,Corinthians,1,0
31,2023,Flamengo,Santos,Santos,1,2
31,2023,Coritiba,Gremio,Gremio,1,2
31,2023,Atletico-MG,Fortaleza,Atletico-MG,3,1
31,2023,Botafogo-RJ,Palmeiras,Palmeiras,3,4
31,2023,Cuiaba,Vasco,Vasco,0,2
31,2023,Goias,Bragantino,Bragantino,0,2
31,2023,Sao Paulo,Cruzeiro,Sao Paulo,1,0
32,2023,Gremio,Bahia,Gremio,1,0
32,2023,America-MG,Atletico-MG,-,1,1
32,2023,Palmeiras,Athletico-PR,Palmeiras,1,0
32,2023,Cruzeiro,Internacional,Internacional,1,2
32,2023,Fortaleza,Flamengo,Flamengo,0,2
32,2023,Bragantino,Corinthians,Bragantino,1,0
32,2023,Coritiba,Goias,Goias,0,1
32,2023,Vasco,Botafogo-RJ,Vasco,1,0
32,2023,Santos,Cuiaba,-,0,0
33,2023,Internacional,Fluminense,-,0,0
33,2023,America-MG,Coritiba,Coritiba,0,3
33,2023,Athletico-PR,Fortaleza,-,1,1
33,2023,Sao Paulo,Bragantino,Sao Paulo,1,0
33,2023,Flamengo,Palmeiras,Flamengo,3,0
33,2023,Goias,Santos,Santos,0,1
33,2023,Corinthians,Atletico-MG,-,1,1
33,2023,Botafogo-RJ,Gremio,Gremio,3,4
33,2023,Bahia,Cuiaba,Cuiaba,0,3
34,2023,Coritiba,Cruzeiro,Coritiba,1,0
34,2023,Flamengo,Fluminense,-,1,1
34,2023,Palmeiras,Internacional,Palmeiras,3,0
34,2023,Bragantino,Botafogo-RJ,-,2,2
34,2023,Gremio,Corinthians,Corinthians,0,1
34,2023,Santos,Sao Paulo,-,0,0
34,2023,Vasco,America-MG,Vasco,2,1
34,2023,Atletico-MG,Goias,Atletico-MG,2,1
34,2023,Cuiaba,Fortaleza,Cuiaba,2,1
34,2023,Bahia,Athletico-PR,-,1,1
30,2023,Fortaleza,Cruzeiro,Cruzeiro,0,1
32,2023,Fluminense,Sao Paulo,Fluminense,1,0
33,2023,Cruzeiro,Vasco,-,2,2
29,2023,Fortaleza,Botafogo-RJ,-,2,2
30,2023,Flamengo,Bragantino,Flamengo,1,0
35,2023,Corinthians,Bahia,Bahia,1,5
35,2023,Athletico-PR,Vasco,-,0,0
35,2023,Fluminense,Coritiba,Fluminense,2,1
35,2023,Atletico-MG,Gremio,Atletico-MG,3,0
35,2023,Botafogo-RJ,Santos,-,1,1
35,2023,Internacional,Bragantino,Internacional,1,0
35,2023,America-MG,Flamengo,Flamengo,0,3
35,2023,Sao Paulo,Cuiaba,-,0,0
35,2023,Fortaleza,Palmeiras,-,2,2
35,2023,Goias,Cruzeiro,Cruzeiro,0,1
36,2023,Vasco,Corinthians,Corinthians,2,4
36,2023,Santos,Fluminense,Fluminense,0,3
36,2023,Flamengo,Atletico-MG,Atletico-MG,0,3
36,2023,Cuiaba,Internacional,Internacional,0,2
36,2023,Bahia,Sao Paulo,Sao Paulo,0,1
36,2023,Coritiba,Botafogo-RJ,-,1,1
36,2023,Palmeiras,America-MG,Palmeiras,4,0
36,2023,Gremio,Goias,Gremio,2,1
36,2023,Cruzeiro,Athletico-PR,-,1,1
36,2023,Bragantino,Fortaleza,Fortaleza,1,2
37,2023,Corinthians,Internacional,Internacional,1,2
37,2023,Atletico-MG,Sao Paulo,Atletico-MG,2,1
37,2023,Flamengo,Cuiaba,Flamengo,2,1
37,2023,Palmeiras,Fluminense,Palmeiras,1,0
37,2023,Botafogo-RJ,Cruzeiro,-,0,0
37,2023,America-MG,Bahia,America-MG,3,2
37,2023,Fortaleza,Goias,Fortaleza,1,0
37,2023,Bragantino,Coritiba,Bragantino,1,0
37,2023,Athletico-PR,Santos,Athletico-PR,3,0
37,2023,Gremio,Vasco,Gremio,1,0
38,2023,Goias,America-MG,Goias,1,0
38,2023,Internacional,Botafogo-RJ,Internacional,3,1
38,2023,Coritiba,Corinthians,Corinthians,0,2
38,2023,Fluminense,Gremio,Gremio,2,3
38,2023,Cruzeiro,Palmeiras,-,1,1
38,2023,Bahia,Atletico-MG,Bahia,4,1
38,2023,Cuiaba,Athletico-PR,Cuiaba,3,0
38,2023,Santos,Fortaleza,Fortaleza,1,2
38,2023,Sao Paulo,Flamengo,Sao Paulo,1,0
38,2023,Vasco,Bragantino,Vasco,2,1
1,2024,Internacional,Bahia,Internacional,2,1
1,2024,Criciúma,Juventude,-,1,1
1,2024,Fluminense,Red Bull Bragantino,-,2,2
1,2024,São Paulo,Fortaleza,Fortaleza,1,2
1,2024,Atlético-GO,Flamengo,Flamengo,1,2
1,2024,Vasco,Grêmio,Vasco,2,1
1,2024,Corinthians,Atlético-MG,-,0,0
1,2024,Athletico-PR,Cuiabá,Athletico-PR,4,0
1,2024,Cruzeiro,Botafogo,Cruzeiro,3,2
1,2024,Vitória,Palmeiras,Palmeiras,0,1
2,2024,Bahia,Fluminense,Bahia,2,1
2,2024,Grêmio,Athletico-PR,Grêmio,2,0
2,2024,Atlético-MG,Criciúma,-,1,1
2,2024,Red Bull Bragantino,Vasco,Red Bull Bragantino,2,1
2,2024,Fortaleza,Cruzeiro,-,1,1
2,2024,Juventude,Corinthians,Juventude,2,0
2,2024,Palmeiras,Internacional,Internacional,0,1
2,2024,Flamengo,São Paulo,Flamengo,2,1
2,2024,Botafogo,Atlético-GO,Botafogo,1,0
2,2024,Cuiabá,Vitória,-,0,0
3,2024,Fluminense,Vasco,Fluminense,2,1
3,2024,Grêmio,Cuiabá,Grêmio,1,0
3,2024,Red Bull Bragantino,Corinthians,Red Bull Bragantino,1,0
3,2024,Atlético-MG,Cruzeiro,Atlético-MG,3,0
3,2024,Vitória,Bahia,-,2,2
3,2024,Palmeiras,Flamengo,-,0,0
3,2024,Athletico-PR,Internacional,Athletico-PR,1,0
3,2024,Botafogo,Juventude,Botafogo,5,1
3,2024,Atlético-GO,São Paulo,São Paulo,0,3
3,2024,Criciúma,Fortaleza,-,1,1
4,2024,Vasco,Criciúma,Criciúma,0,4
4,2024,Cuiabá,Atlético-MG,Atlético-MG,0,3
4,2024,Bahia,Grêmio,Bahia,1,0
4,2024,Flamengo,Botafogo,Botafogo,0,2
4,2024,Cruzeiro,Vitória,Cruzeiro,3,1
4,2024,Corinthians,Fluminense,Corinthians,3,0
4,2024,Fortaleza,Red Bull Bragantino,-,1,1
4,2024,Juventude,Athletico-PR,-,1,1
4,2024,Internacional,Atlético-GO,-,1,1
4,2024,São Paulo,Palmeiras,-,0,0
5,2024,Fluminense,Atlético-MG,-,2,2
5,2024,Red Bull Bragantino,Flamengo,-,1,1
5,2024,Corinthians,Fortaleza,-,0,0
5,2024,Vitória,São Paulo,São Paulo,1,3
5,2024,Athletico-PR,Vasco,Athletico-PR,1,0
5,2024,Botafogo,Bahia,Bahia,1,2
5,2024,Cuiabá,Palmeiras,Palmeiras,0,2
5,2024,Juventude,Atlético-GO,Juventude,1,0
5,2024,Cruzeiro,Internacional,-,0,0
5,2024,Grêmio,Criciúma,Criciúma,1,2
6,2024,Flamengo,Corinthians,Flamengo,2,0
6,2024,Vasco,Vitória,Vasco,2,1
6,2024,Atlético-GO,Cruzeiro,Cruzeiro,0,1
6,2024,Palmeiras,Athletico-PR,Athletico-PR,0,2
6,2024,Fortaleza,Botafogo,-,1,1
6,2024,Bahia,Red Bull Bragantino,Bahia,1,0
6,2024,São Paulo,Fluminense,São Paulo,2,1
6,2024,Criciúma,Cuiabá,Cuiabá,2,5
6,2024,Atlético-MG,Grêmio,Atlético-MG,2,1
6,2024,Internacional,Juventude,Internacional,2,1
7,2024,Vitória,Atlético-GO,Atlético-GO,0,2
7,2024,Grêmio,Red Bull Bragantino,Red Bull Bragantino,0,2
7,2024,Cuiabá,Internacional,Internacional,0,1
7,2024,Fluminense,Juventude,-,1,1
7,2024,Corinthians,Botafogo,Botafogo,0,1
7,2024,Vasco,Flamengo,Flamengo,1,6
7,2024,Criciúma,Palmeiras,Palmeiras,1,2
7,2024,Atlético-MG,Bahia,-,1,1
7,2024,Fortaleza,Athletico-PR,Fortaleza,1,0
7,2024,São Paulo,Cruzeiro,São Paulo,2,0
8,2024,Juventude,Vitória,-,1,1
8,2024,Atlético-GO,Corinthians,-,2,2
8,2024,Botafogo,Fluminense,Botafogo,1,0
8,2024,Red Bull Bragantino,Atlético-MG,Atlético-MG,1,2
8,2024,Cruzeiro,Cuiabá,Cruzeiro,2,1
8,2024,Athletico-PR,Criciúma,Athletico-PR,3,1
8,2024,Flamengo,Grêmio,Flamengo,2,1
8,2024,Internacional,São Paulo,-,0,0
8,2024,Palmeiras,Vasco,Palmeiras,2,0
8,2024,Bahia,Fortaleza,Bahia,1,0
9,2024,Red Bull Bragantino,Juventude,Red Bull Bragantino,2,1
9,2024,Fluminense,Atlético-GO,Atlético-GO,1,2
9,2024,Vitória,Internacional,Vitória,2,1
9,2024,Athletico-PR,Flamengo,-,1,1
9,2024,Corinthians,São Paulo,-,2,2
9,2024,Criciúma,Bahia,-,2,2
9,2024,Grêmio,Botafogo,Botafogo,1,2
9,2024,Vasco,Cruzeiro,-,0,0
9,2024,Cuiabá,Fortaleza,Cuiabá,5,0
9,2024,Atlético-MG,Palmeiras,Palmeiras,0,4
10,2024,Botafogo,Athletico-PR,-,1,1
10,2024,Atlético-GO,Criciúma,Criciúma,1,2
10,2024,Fortaleza,Grêmio,Fortaleza,1,0
10,2024,Juventude,Vasco,-,2,0
10,2024,São Paulo,Cuiabá,Cuiabá,0,1
10,2024,Inter,Corinthians,Inter,1,0
10,2024,Cruzeiro,Fluminense,Cruzeiro,2,0
10,2024,Vitória,Atlético-MG,Vitória,4,2
10,2024,Flamengo,Bahia,Flamengo,2,1
10,2024,Palmeiras,Bragantino,Palmeiras,2,1
11,2024,Criciúma,Botafogo,Criciúma,2,1
11,2024,Grêmio,Inter,Inter,0,1
11,2024,Cuiabá,Atlético-GO,-,0,0
11,2024,Vasco,São Paulo,Vasco,4,1
11,2024,Fluminense,Flamengo,Flamengo,0,1
11,2024,Athletico-PR,Corinthians,-,1,1
11,2024,Bahia,Cruzeiro,Bahia,4,1
11,2024,Palmeiras,Juventude,Palmeiras,3,1
11,2024,Bragantino,Vitória,Bragantino,2,1
11,2024,Atlético-MG,Fortaleza,-,1,1
12,2024,Cruzeiro,Athletico-PR,Cruzeiro,2,0
12,2024,Botafogo,Bragantino,Botafogo,2,1
12,2024,Corinthians,Cuiabá,-,1,1
12,2024,Juventude,Flamengo,Juventude,2,1
12,2024,Atlético-GO,Grêmio,-,1,1
12,2024,Bahia,Vasco,Bahia,2,1
12,2024,Inter,Atlético-MG,Atlético-MG,1,1
12,2024,Fortaleza,Palmeiras,Fortaleza,3,0
12,2024,Fluminense,Vitória,Vitória,0,1
12,2024,São Paulo,Criciúma,São Paulo,2,1
13,2024,Cuiabá,Bragantino,-,1,1
13,2024,Vasco,Botafogo,-,1,1
13,2024,Atlético-MG,Atlético-GO,-,1,1
13,2024,São Paulo,Bahia,São Paulo,3,1
13,2024,Grêmio,Fluminense,Grêmio,1,0
13,2024,Fortaleza,Juventude,Fortaleza,2,1
13,2024,Vitória,Athletico-PR,Athletico-PR,0,1
13,2024,Flamengo,Cruzeiro,Flamengo,2,1
13,2024,Criciúma,Inter,-,1,1
13,2024,Palmeiras,Corinthians,Palmeiras,2,0
14,2024,Bragantino,Atlético-GO,Bragantino,3,1
14,2024,Cuiabá,Botafogo,Botafogo,1,2
14,2024,Criciúma,Cruzeiro,Criciúma,1,0
14,2024,Vasco,Fortaleza,Vasco,2,0
14,2024,Athletico-PR,São Paulo,São Paulo,1,2
14,2024,Atlético-MG,Flamengo,Flamengo,2,4
14,2024,Grêmio,Palmeiras,-,2,2
14,2024,Bahia,Juventude,Bahia,2,0
14,2024,Corinthians,Vitória,Corinthians,3,2
14,2024,Fluminense,Inter,-,1,1
15,2024,Flamengo,Cuiabá,-,1,1
15,2024,São Paulo,Bragantino,São Paulo,2,0
15,2024,Cruzeiro,Corinthians,Cruzeiro,3,0
15,2024,Juventude,Grêmio,Juventude,3,0
15,2024,Palmeiras,Bahia,Palmeiras,2,0
15,2024,Fortaleza,Fluminense,Fortaleza,1,0
15,2024,Botafogo,Atlético-MG,Botafogo,3,0
15,2024,Vitória,Criciúma,Vitória,2,1
15,2024,Atlético-GO,Athletico-PR,Athletico-PR,1,2
15,2024,Inter,Vasco,Vasco,1,2
16,2024,Grêmio,Cruzeiro,Cruzeiro,0,2
16,2024,Vasco,Corinthians,Vasco,2,0
16,2024,Athletico-PR,Bahia,Bahia,1,3
16,2024,Atlético-MG,São Paulo,Atlético-MG,2,1
16,2024,Vitória,Botafogo,Botafogo,0,1
16,2024,Flamengo,Fortaleza,Fortaleza,1,2
16,2024,Palmeiras,Atlético-GO,Palmeiras,3,1
16,2024,Criciúma,Fluminense,-,1,1
16,2024,Cuiabá,Juventude,-,0,0
16,2024,Bragantino,Inter,-,2,2
17,2024,Cruzeiro,Bragantino,Cruzeiro,2,1
17,2024,Bahia,Cuiabá,Cuiabá,1,2
17,2024,Corinthians,Criciúma,Corinthians,2,1
17,2024,Juventude,Atlético-MG,-,1,1
17,2024,Botafogo,Palmeiras,Botafogo,1,0
17,2024,São Paulo,Grêmio,São Paulo,1,0
17,2024,Fortaleza,Vitória,Fortaleza,3,1
17,2024,Atlético-GO,Vasco,Vasco,0,1
17,2024,Inter,Flamengo,-,1,1
17,2024,Fluminense,Athletico-PR,Fluminense,1,0
18,2024,Flamengo,Criciúma,Flamengo,2,1
18,2024,Botafogo,Inter,Botafogo,1,0
18,2024,Palmeiras,Cruzeiro,Palmeiras,2,0
18,2024,Grêmio,Vitória,Grêmio,2,0
18,2024,Atlético-MG,Vasco,Atlético-MG,2,0
18,2024,Bahia,Corinthians,Corinthians,0,1
18,2024,Bragantino,Athletico-PR,Bragantino,1,0
18,2024,Fortaleza,Atlético-GO,Fortaleza,3,1
18,2024,Cuiabá,Fluminense,Fluminense,0,1
18,2024,Juventude,São Paulo,-,0,0
19,2024,Cruzeiro,Juventude,Cruzeiro,2,0
19,2024,Vitória,Flamengo,Flamengo,1,2
19,2024,São Paulo,Botafogo,-,2,2
19,2024,Atlético-GO,Bahia,-,1,1
19,2024,Fluminense,Palmeiras,Fluminense,1,0
19,2024,Corinthians,Grêmio,-,2,2
19,2024,Inter,Fortaleza,Inter,2,1
19,2024,Vasco,Cuiabá,Vasco,1,0
19,2024,Athletico-PR,Atlético-MG,Athletico-PR,1,0
19,2024,Criciúma,Bragantino,Criciúma,1,0
20,2024,Palmeiras,Vitória,Vitória,0,2
20,2024,Juventude,Criciúma,Criciúma,1,2
20,2024,Bahia,Internacional,-,1,1
20,2024,Botafogo,Cruzeiro,Cruzeiro,0,3
20,2024,Fortaleza,São Paulo,Fortaleza,1,0
20,2024,Grêmio,Vasco,Grêmio,1,0
20,2024,Atlético-MG,Corinthians,Atlético-MG,2,1
20,2024,Flamengo,Atlético-GO,Flamengo,2,0
20,2024,Red Bull Bragantino,Fluminense,Fluminense,0,1
20,2024,Cuiabá,Athletico-PR,Athletico-PR,1,2
21,2024,Vitória,Cuiabá,Vitória,1,0
21,2024,Vasco,Red Bull Bragantino,-,2,2
21,2024,São Paulo,Flamengo,São Paulo,1,0
21,2024,Atlético-GO,Botafogo,Botafogo,1,4
21,2024,Criciúma,Atlético-MG,Criciúma,2,1
21,2024,Corinthians,Juventude,-,1,1
21,2024,Internacional,Palmeiras,-,1,1
21,2024,Fluminense,Bahia,Fluminense,1,0
21,2024,Athletico-PR,Grêmio,Grêmio,0,2
21,2024,Cruzeiro,Fortaleza,Fortaleza,1,2
22,2024,Cruzeiro,Atlético-MG,-,0,0
22,2024,Vasco,Fluminense,Vasco,2,0
22,2024,Corinthians,Red Bull Bragantino,-,1,1
22,2024,Fortaleza,Criciúma,Fortaleza,1,0
22,2024,Cuiabá,Grêmio,Grêmio,1,3
22,2024,Juventude,Botafogo,Juventude,3,2
22,2024,Internacional,Athletico-PR,-,2,2
22,2024,Bahia,Vitória,Bahia,2,0
22,2024,Flamengo,Palmeiras,-,1,1
22,2024,São Paulo,Atlético-GO,São Paulo,1,0
23,2024,Grêmio,Bahia,Bahia,0,2
23,2024,Atlético-MG,Cuiabá,-,1,1
23,2024,Vitória,Cruzeiro,-,2,2
23,2024,Fluminense,Corinthians,-,0,0
23,2024,Botafogo,Flamengo,Botafogo,4,1
23,2024,Palmeiras,São Paulo,Palmeiras,2,1
23,2024,Red Bull Bragantino,Fortaleza,Fortaleza,1,2
23,2024,Athletico-PR,Juventude,Juventude,1,2
23,2024,Atlético-GO,Internacional,Atlético-GO,1,0
23,2024,Criciúma,Vasco,-,2,2
24,2024,Atlético-GO,Juventude,Atlético-GO,2,1
24,2024,Palmeiras,Cuiabá,Palmeiras,5,0
24,2024,Atlético-MG,Fluminense,Fluminense,0,2
24,2024,Internacional,Cruzeiro,Internacional,1,0
24,2024,Bahia,Botafogo,-,0,0
24,2024,Flamengo,Red Bull Bragantino,Flamengo,2,1
24,2024,São Paulo,Vitória,São Paulo,2,1
24,2024,Fortaleza,Corinthians,Fortaleza,1,0
24,2024,Criciúma,Grêmio,Grêmio,0,1
24,2024,Vasco,Athletico-PR,Vasco,2,1
25,2024,Cuiabá,Criciúma,Cuiabá,2,1
25,2024,Botafogo,Fortaleza,Botafogo,2,0
25,2024,Grêmio,Atlético-MG,Atlético-MG,2,3
25,2024,Cruzeiro,Atlético-GO,Cruzeiro,3,1
25,2024,Vitória,Vasco,Vasco,0,1
25,2024,Fluminense,São Paulo,Fluminense,2,0
25,2024,Corinthians,Flamengo,Corinthians,2,1
25,2024,Red Bull Bragantino,Bahia,Red Bull Bragantino,2,1
25,2024,Athletico-PR,Palmeiras,Palmeiras,0,2
25,2024,Juventude,Internacional,Internacional,1,3
26,2024,Internacional,Cuiabá,Internacional,3,0
26,2024,Cruzeiro,São Paulo,São Paulo,0,1
26,2024,Bahia,Atlético-MG,Bahia,3,0
26,2024,Flamengo,Vasco,-,1,1
26,2024,Botafogo,Corinthians,Botafogo,2,1
26,2024,Palmeiras,Criciúma,Palmeiras,5,0
26,2024,Red Bull Bragantino,Grêmio,-,2,2
26,2024,Athletico-PR,Fortaleza,-,1,1
26,2024,Atlético-GO,Vitória,Vitória,0,2
26,2024,Juventude,Fluminense,Juventude,2,1
27,2024,Grêmio,Flamengo,Grêmio,3,2
27,2024,Atlético-MG,Red Bull Bragantino,Atlético-MG,3,0
27,2024,Vitória,Juventude,Vitória,1,0
27,2024,Fluminense,Botafogo,Botafogo,0,1
27,2024,Vasco,Palmeiras,Palmeiras,0,1
27,2024,Corinthians,Atlético-GO,Corinthians,3,0
27,2024,São Paulo,Internacional,Internacional,1,3
27,2024,Fortaleza,Bahia,Fortaleza,4,1
27,2024,Cuiabá,Cruzeiro,-,0,0
27,2024,Criciúma,Athletico-PR,-,0,0
28,2024,Palmeiras,Atlético-MG,Palmeiras,2,1
28,2024,Botafogo,Grêmio,-,0,0
28,2024,Internacional,Vitória,Internacional,3,1
28,2024,Cruzeiro,Vasco,-,1,1
28,2024,Bahia,Criciúma,Bahia,1,0
